FrameCounter,RunTime,CameraPositionX,CameraPositionY,CameraPositionZ,CameraDirectionX,CameraDirectionY,CameraDirectionZ,CameraVelocityX,CameraVelocityY,CameraVelocityZ
218,4.986017,0.3989631,0.7055969,-0.005410276,350.8872,39.03773,18.86489,-0.559656,-0.008740702,0.1080548
219,5.011406,0.384849,0.7058608,-0.002930023,350.7833,38.09949,18.75103,-0.5559114,0.01039534,0.09768934
220,5.032121,0.3686086,0.7059283,-0.0003273822,350.758,37.06907,18.35125,-0.7840174,0.003260169,0.1256447
221,5.054708,0.3503229,0.7062991,0.002185557,350.8966,36.188,17.37715,-0.8095393,0.01641334,0.1112522
222,5.073969,0.330325,0.7067704,0.00476123,350.9695,35.23542,16.68563,-1.03829,0.02446957,0.1337289
223,5.099767,0.3083212,0.7080898,0.006981134,351.3441,34.05786,15.98962,-0.8529159,0.05114319,0.0860484
224,5.125062,0.2848439,0.7097493,0.009395752,351.7432,32.7341,15.22929,-0.9281311,0.06560803,0.09545733
225,5.144304,0.259462,0.7122055,0.01129768,351.9687,31.5447,14.8119,-1.3191,0.1276485,0.09884343
226,5.166635,0.2325792,0.7151741,0.01306395,352.3311,30.45189,14.02969,-1.203849,0.1329381,0.07909608
227,5.185463,0.2040621,0.7192758,0.01457765,352.5733,29.17521,13.18291,-1.514578,0.2178462,0.0803941
228,5.208006,0.1747492,0.7243546,0.01635755,352.9887,27.22545,12.72396,-1.300312,0.2252914,0.07895606
229,5.233972,0.144133,0.72943,0.01782703,353.3605,25.17819,12.3814,-1.179101,0.1954654,0.05659328
230,5.255546,0.1128038,0.7350497,0.01867469,353.6851,23.34819,11.4595,-1.452207,0.2604906,0.03929156
231,5.274802,0.08241878,0.7408693,0.02051781,353.4389,20.92185,10.95232,-1.577902,0.3022144,0.09571386
232,5.296502,0.0518235,0.7467936,0.02180454,353.5005,18.39784,10.44899,-1.409927,0.2730124,0.05929632
233,5.319967,0.02099532,0.7520441,0.02184838,353.5512,16.46102,9.127684,-1.313785,0.2237553,0.001868348
234,5.345373,-0.008527011,0.7570442,0.02350488,353.4167,14.53691,7.942019,-1.162049,0.196813,0.0652029
235,5.366693,-0.03596127,0.7607346,0.02554546,352.8924,12.28642,6.466253,-1.286793,0.173095,0.0957126
236,5.386132,-0.06261935,0.7644531,0.02610398,352.6268,10.07711,5.277742,-1.371322,0.1912836,0.02873069
237,5.411072,-0.08751343,0.7670091,0.02688474,352.5333,8.090241,4.061407,-0.9981583,0.102487,0.03130549
238,5.439147,-0.1093529,0.7677844,0.02740077,352.5494,5.787543,2.695904,-0.7779175,0.02761737,0.01838099
239,5.469277,-0.1407512,0.7683749,0.02681817,353.232,2.919571,1.011219,-1.042065,0.01959597,-0.01933566
240,5.486009,-0.1582181,0.7680773,0.02532494,354.0793,1.210424,359.6867,-1.043939,-0.01778691,-0.0892456
241,5.510353,-0.1732459,0.7681403,0.02422114,354.795,359.6922,359.0703,-0.6173234,0.002590496,-0.04534263
242,5.530304,-0.1860683,0.7670401,0.02427588,354.9601,358.4487,358.7852,-0.64268,-0.05514627,0.002743646
243,5.553683,-0.1960449,0.7655376,0.02486416,355.0068,357.2431,358.006,-0.4267385,-0.06426809,0.02516304
244,5.579375,-0.2043224,0.7649618,0.02499469,355.0345,356.5023,357.5075,-0.3221807,-0.02241091,0.005080373
245,5.598159,-0.2108468,0.7643317,0.02574925,354.8518,355.9702,358.084,-0.3473388,-0.0335434,0.04017062
246,5.619614,-0.2152942,0.7643676,0.02660968,354.5762,355.1325,358.691,-0.2072855,0.001672408,0.04010324
247,5.643538,-0.2181397,0.7638955,0.02789039,353.9466,354.5287,359.0354,-0.1189403,-0.01973422,0.05353142
248,5.670203,-0.2190113,0.7643141,0.02855361,353.3156,354.2787,359.7513,-0.03268567,0.01569905,0.0248731
249,5.692829,-0.2184907,0.7645285,0.02975342,352.9258,354.3518,0.4285049,0.02300794,0.009475565,0.05302691
250,5.709467,-0.2166737,0.7651502,0.02961512,352.576,354.6739,1.009518,0.1092044,0.03736781,-0.00831213
251,5.732941,-0.2140701,0.7663012,0.0289748,352.412,355.3174,1.979554,0.1109186,0.04903559,-0.02727852
252,5.753118,-0.2105436,0.7670361,0.02968354,351.9114,355.6907,2.553391,0.1747796,0.03642412,0.03512615
253,5.775965,-0.2068382,0.7687404,0.02948314,351.611,356.2285,3.4961,0.1621832,0.07459198,-0.008771167
254,5.801703,-0.2023924,0.7698535,0.02951313,351.2609,356.6096,4.282227,0.1727255,0.04324679,0.001164971
255,5.820449,-0.1980234,0.7712995,0.02889437,351.0042,357.0747,5.077808,0.2330697,0.07714248,-0.03300827
256,5.843962,-0.1934162,0.772497,0.02864614,350.818,357.4719,6.085354,0.19594,0.05092677,-0.01055712
257,5.865645,-0.1885782,0.7735761,0.02811711,350.8682,357.745,6.831306,0.2231235,0.04976854,-0.02439832
258,5.890391,-0.1839882,0.7743757,0.02690969,351.0389,358.2448,7.357519,0.185487,0.03231222,-0.04879252
259,5.917765,-0.179583,0.7751487,0.02555227,351.2888,358.8276,7.675798,0.1609299,0.02823747,-0.04958922
260,5.94285,-0.1731854,0.7761937,0.0238975,351.5497,359.4016,8.392207,0.2550344,0.04165795,-0.0659666
261,5.966038,-0.1693898,0.7767074,0.02313111,351.6598,359.5343,8.808418,0.1636909,0.02215499,-0.0330507
262,5.987917,-0.1659566,0.7771691,0.02208141,351.8051,359.7164,9.01672,0.1569106,0.02110167,-0.04797609
263,6.01004,-0.1629782,0.7775328,0.02104593,351.9173,359.8515,9.176901,0.1346279,0.01643766,-0.04680621
264,6.040277,-0.1604089,0.7778067,0.020346,351.9859,359.601,9.494553,0.08497576,0.009060085,-0.0231487
265,6.06904,-0.157119,0.7780662,0.01894939,352.1783,359.46,9.739754,0.1143797,0.009020491,-0.0485552
266,6.087724,-0.1557411,0.7779388,0.01815278,352.3189,359.6608,9.582137,0.07374263,-0.006817196,-0.04263489
267,6.113111,-0.1546769,0.7779847,0.01749237,352.4082,359.7823,9.095935,0.04192023,0.001810165,-0.02601327
268,6.135847,-0.1539714,0.7779464,0.01696077,352.4352,359.8179,8.906042,0.03103109,-0.001688374,-0.02338261
269,6.154123,-0.153427,0.7777564,0.01653005,352.4646,359.6933,8.854409,0.0297857,-0.01039357,-0.02356642
270,6.179445,-0.1531614,0.7776,0.01619256,352.46,359.5793,8.752743,0.01049023,-0.006176676,-0.01332809
271,6.19988,-0.1532841,0.7774916,0.01600677,352.4096,359.5476,8.576697,-0.006004259,-0.005305682,-0.009092252
272,6.224041,-0.1530337,0.7773538,0.01582005,352.3517,359.4117,8.37209,0.01036178,-0.005703572,-0.00772793
273,6.249021,-0.153376,0.7772938,0.01596766,352.2458,359.2045,8.279373,-0.01370357,-0.00240045,0.005909111
274,6.266758,-0.1537711,0.7772508,0.01609336,352.1652,359.0092,8.114141,-0.02227126,-0.00242614,0.007086884
275,6.289659,-0.1540746,0.7771454,0.01611997,352.1594,358.9125,7.768204,-0.01325612,-0.004599167,0.00116183
276,6.312354,-0.1543939,0.7770054,0.01605048,352.168,358.917,7.536683,-0.01406696,-0.006169111,-0.003061658
277,6.332053,-0.1546304,0.7767867,0.01595479,352.2054,358.8073,7.286203,-0.01200422,-0.01110479,-0.004857873
278,6.358496,-0.1546907,0.7764663,0.01592025,352.2286,358.6972,7.04857,-0.002279961,-0.01211771,-0.001306075
279,6.379523,-0.1548243,0.7761831,0.01570136,352.3461,358.687,6.967436,-0.006358286,-0.01346494,-0.01041017
280,6.398807,-0.1548703,0.7757896,0.01553388,352.4192,358.626,6.723392,-0.002381556,-0.02040936,-0.008685058
281,6.421473,-0.1547965,0.7753305,0.01545275,352.4668,358.6336,6.564206,0.003253592,-0.02025129,-0.003579181
282,6.44565,-0.1547052,0.7749134,0.01526308,352.5585,358.7137,6.469535,0.003778055,-0.01725209,-0.007845243
283,6.471457,-0.1544975,0.7745529,0.01511023,352.5764,358.7778,6.315376,0.008048087,-0.01397127,-0.005922675
284,6.488448,-0.1541676,0.7742437,0.01515532,352.4949,358.8235,6.145724,0.01941318,-0.01819942,0.002653735
285,6.511038,-0.1537569,0.7740632,0.01527255,352.41,358.8682,6.060615,0.01818206,-0.007989446,0.005189273
286,6.536251,-0.1532812,0.7739344,0.01523225,352.3865,358.9475,6.096865,0.01886785,-0.005106287,-0.001598263
287,6.556425,-0.1526092,0.7737015,0.01501574,352.3915,359.0134,6.14662,0.03330709,-0.01154333,-0.0107324
288,6.584811,-0.1520333,0.7736169,0.01478867,352.3975,359.0693,6.096473,0.02028914,-0.00298169,-0.007999282
289,6.602963,-0.1513884,0.7735625,0.01469354,352.3556,359.1526,6.086068,0.03553017,-0.002997925,-0.005240725
290,6.622349,-0.150684,0.7734401,0.0145802,352.3339,359.2322,5.998934,0.03633329,-0.006315492,-0.005846452
291,6.645614,-0.1500027,0.7733762,0.01429491,352.3512,359.3436,5.971189,0.02928431,-0.002743902,-0.01226293
292,6.671602,-0.1492006,0.7733169,0.01406256,352.3724,359.4014,5.929873,0.03086411,-0.002282068,-0.008940275
293,6.695926,-0.1483937,0.7733161,0.01392437,352.3903,359.4496,5.870954,0.03317541,-3.430565E-05,-0.005681146
294,6.712447,-0.147592,0.7733831,0.01378208,352.4151,359.4921,5.824898,0.04852603,0.004055185,-0.008612871
295,6.732504,-0.1466807,0.7733757,0.01370003,352.4134,359.4913,5.787537,0.04543367,-0.0003655318,-0.004090827
296,6.75527,-0.1457564,0.7735414,0.0135245,352.4275,359.4928,5.654368,0.04060281,0.007275936,-0.00771035
297,6.778998,-0.1448995,0.7737268,0.01354002,352.3984,359.6239,5.557182,0.03611117,0.007812029,0.0006541162
298,6.803967,-0.1438438,0.7738807,0.01362055,352.3196,359.6683,5.469089,0.04228057,0.006163703,0.003224933
299,6.82438,-0.1428517,0.7740973,0.0136333,352.2665,359.7475,5.346326,0.04860397,0.01061109,0.0006249598
300,6.847805,-0.1418345,0.774338,0.01367602,352.2146,359.8827,5.260415,0.04342214,0.01027714,0.001823396
301,6.869784,-0.1408011,0.7745404,0.01363755,352.1931,0.01712058,5.198618,0.04701534,0.00920673,-0.001749991
302,6.891032,-0.1397684,0.7747647,0.01361473,352.1898,0.1185176,5.221714,0.04860511,0.01055599,-0.001073956
303,6.918163,-0.1386668,0.7748513,0.01346266,352.2462,0.2284962,5.3395,0.04060297,0.003194369,-0.005605181
304,6.934515,-0.1376822,0.7749891,0.01329178,352.2788,0.3794664,5.413192,0.06021006,0.00842713,-0.01044991
305,6.956067,-0.1368119,0.7751911,0.0130712,352.3036,0.5158135,5.553767,0.04038017,0.009370091,-0.01023467
306,6.979272,-0.1358976,0.7754478,0.01296925,352.2923,0.5695293,5.659352,0.03940156,0.01106311,-0.004393528
307,7.004144,-0.1351359,0.7757008,0.01283762,352.2736,0.6146811,5.822302,0.03062334,0.01017283,-0.005292508
308,7.030753,-0.1344756,0.7758582,0.01248058,352.2937,0.6643596,5.952378,0.02481665,0.00591366,-0.01341802
309,7.049695,-0.133841,0.7760115,0.01230255,352.2724,0.7356336,5.962835,0.03350304,0.008093344,-0.009398394
310,7.069521,-0.1333839,0.7763213,0.01210659,352.2233,0.8533975,5.96277,0.02305456,0.01562726,-0.009884143
311,7.091034,-0.1329757,0.7764963,0.01198521,352.1261,0.937247,5.942285,0.01897539,0.008134587,-0.0056424
312,7.114144,-0.132659,0.776659,0.01169129,352.0739,0.9464654,5.843923,0.01370355,0.007041018,-0.01271804
313,7.139946,-0.1325009,0.776717,0.01134201,352.0814,1.035358,5.75145,0.006128142,0.002247736,-0.01353717
314,7.160836,-0.132189,0.7769069,0.0111137,352.0425,1.108844,5.641003,0.01493166,0.00909039,-0.01092876
315,7.183329,-0.1321006,0.7770013,0.01085199,352.0119,1.146828,5.530403,0.003928526,0.004194845,-0.01163511
316,7.202968,-0.1320401,0.7771111,0.01071284,351.9337,1.185283,5.485569,0.003081371,0.005593663,-0.007085787
317,7.223888,-0.1319656,0.7771644,0.01068887,351.8722,1.15699,5.426064,0.003558486,0.002547067,-0.00114577
318,7.250393,-0.131834,0.7771601,0.01061253,351.8562,1.148872,5.3524,0.004967707,-0.0001619171,-0.002880072
319,7.270829,-0.1316876,0.7772493,0.01052241,351.8254,1.181552,5.312642,0.007161732,0.004366163,-0.004409912
320,7.291024,-0.131493,0.7773331,0.01044945,351.8099,1.207603,5.265639,0.009634285,0.004149745,-0.003612765
321,7.316035,-0.1312238,0.7773976,0.01022295,351.8841,1.260925,5.16003,0.01076401,0.002578548,-0.009056122
322,7.335372,-0.1309202,0.7774588,0.009924221,351.9034,1.382877,5.089719,0.01570437,0.003165689,-0.01544877
323,7.360872,-0.1305572,0.7775387,0.009729486,351.8812,1.469549,5.019256,0.01423249,0.003132129,-0.007636573
324,7.379922,-0.1301275,0.777603,0.009681792,351.845,1.53592,4.989871,0.02255732,0.003372882,-0.002503604
325,7.402886,-0.1296148,0.7777023,0.009691268,351.8366,1.585648,4.954926,0.02232755,0.004326903,0.0004126634
326,7.425282,-0.1290531,0.7779403,0.009657013,351.801,1.703359,4.983966,0.02508144,0.01062448,-0.00152954
327,7.447294,-0.1284744,0.7779703,0.009604607,351.7948,1.796219,5.023645,0.02628661,0.001362022,-0.002380788
328,7.474309,-0.1280373,0.7781698,0.0093712,351.8347,1.92801,5.130528,0.01618154,0.007386684,-0.00863969
329,7.491988,-0.1274521,0.7783303,0.009315367,351.8207,1.965085,5.259511,0.03310018,0.009079813,-0.003158274
330,7.5172,-0.1269117,0.7783773,0.009413716,351.8038,1.998977,5.366071,0.02143462,0.001862955,0.003900931
331,7.537802,-0.1265077,0.7784698,0.009219338,351.8436,2.086723,5.485782,0.01961099,0.004490117,-0.009434815
332,7.559634,-0.1260943,0.7784641,0.009118624,351.899,2.173194,5.556197,0.01893728,-0.0002593588,-0.004613045
333,7.586514,-0.1256924,0.7784475,0.009095147,351.9175,2.297302,5.570287,0.01495006,-0.0006186691,-0.000873399
334,7.603055,-0.1254276,0.7783455,0.009056346,351.9443,2.401946,5.596857,0.01600832,-0.006165499,-0.002345788
335,7.627525,-0.1252189,0.7781711,0.009062457,351.976,2.45051,5.583961,0.008529536,-0.007129565,0.0002497449
336,7.646904,-0.1251034,0.7779369,0.00905886,352.0124,2.481038,5.592537,0.005961645,-0.01208477,-0.0001856045
337,7.673505,-0.1250983,0.7777434,0.009025997,352.0694,2.486328,5.544712,0.0001893362,-0.0072732,-0.001235377
338,7.695657,-0.1251512,0.7775083,0.009015277,352.1081,2.444057,5.42134,-0.002385994,-0.01061219,-0.0004839509
339,7.713693,-0.1251971,0.7772803,0.009085034,352.11,2.424009,5.383442,-0.002548811,-0.01264078,0.003867677
340,7.738179,-0.1252864,0.7771108,0.009236416,352.0949,2.388672,5.329513,-0.003645255,-0.006925376,0.006182367
341,7.758361,-0.1253585,0.776913,0.009385404,352.1182,2.358477,5.257499,-0.003571407,-0.009799405,0.007382364
342,7.784124,-0.1254173,0.776692,0.009512695,352.1312,2.34623,5.171245,-0.002283454,-0.008578568,0.004940759
343,7.807517,-0.1255047,0.7765849,0.009534482,352.142,2.351525,5.13828,-0.003737286,-0.004576216,0.0009313354
344,7.825593,-0.1255519,0.7765162,0.009528287,352.1653,2.332921,5.149851,-0.002608357,-0.003802068,-0.0003427385
345,7.847903,-0.1255376,0.7763994,0.009568734,352.1721,2.322355,5.111818,0.0006398542,-0.005236385,0.001812948
346,7.870873,-0.1255028,0.7763311,0.009600884,352.152,2.340428,5.102115,0.001514074,-0.002973657,0.001399619
347,7.893881,-0.125447,0.7762623,0.00960242,352.1437,2.372774,5.125222,0.002425518,-0.002987047,6.675033E-05
348,7.919188,-0.1253584,0.7761378,0.009523893,352.1671,2.399626,5.150957,0.003502775,-0.004922373,-0.003102905
349,7.939784,-0.1252531,0.7760162,0.009416192,352.1487,2.411744,5.193397,0.005113913,-0.005904008,-0.005229451
350,7.960158,-0.1251483,0.7758929,0.009375805,352.146,2.410003,5.266138,0.005140072,-0.006052822,-0.001982243
351,7.984305,-0.1250511,0.775717,0.009279378,352.1857,2.421846,5.328737,0.004027202,-0.007281793,-0.003993338
352,8.004766,-0.124972,0.7754963,0.009073123,352.2385,2.453118,5.356665,0.003867015,-0.01078686,-0.01008009
353,8.030622,-0.1249107,0.775279,0.008827618,352.3095,2.486458,5.327,0.002370175,-0.00840526,-0.009495432
354,8.049068,-0.124863,0.7751142,0.008606188,352.3345,2.503347,5.32275,0.002584914,-0.00893088,-0.01200365
355,8.071568,-0.1248258,0.7749784,0.00850636,352.3467,2.497693,5.296854,0.001653364,-0.006037278,-0.004436813
356,8.09925,-0.1247936,0.7748374,0.008497205,352.3663,2.489764,5.30799,0.001163558,-0.005094571,-0.0003307245
357,8.118534,-0.1247825,0.774677,0.008362401,352.4227,2.469943,5.287031,0.000574511,-0.008314376,-0.006990335
358,8.141915,-0.1248111,0.7745225,0.008194794,352.4417,2.426787,5.264956,-0.001221091,-0.006610209,-0.007168456
359,8.162995,-0.1248192,0.7743778,0.008107883,352.4737,2.343146,5.267926,-0.0003880802,-0.006865273,-0.004122911
360,8.18429,-0.1248194,0.77421,0.008031433,352.5339,2.275677,5.322223,-8.04727E-06,-0.007876528,-0.003590089
361,8.204237,-0.1248076,0.7740488,0.007942094,352.5786,2.220611,5.306035,0.0005912788,-0.008082927,-0.004478806
362,8.226888,-0.1247297,0.7738613,0.007912407,352.5648,2.195529,5.145176,0.003438013,-0.008275967,-0.001310677
363,8.253847,-0.1245901,0.7736946,0.007985478,352.5494,2.201512,5.091859,0.005180974,-0.006183894,0.002710428
364,8.271828,-0.124365,0.7734771,0.008079628,352.5301,2.153476,5.085738,0.01251682,-0.01209955,0.005236217
365,8.294071,-0.124068,0.7731522,0.008101276,352.5645,2.088031,5.084369,0.01335166,-0.01460674,0.0009732129
366,8.31894,-0.1237108,0.7727111,0.008073566,352.5916,1.995145,5.076859,0.01436311,-0.01773594,-0.001114263
367,8.33809,-0.1229344,0.7718624,0.007915489,352.6851,1.833152,4.985539,0.04054641,-0.04431649,-0.008254725
368,8.36498,-0.1221901,0.7708952,0.007706427,352.8015,1.734791,4.835666,0.02767652,-0.0359692,-0.007774766
369,8.386792,-0.1210275,0.7698182,0.00738701,352.8914,1.53138,4.522947,0.0533007,-0.04937806,-0.01464383
370,8.415024,-0.1190771,0.7687169,0.007367011,353.1056,1.115258,3.757553,0.06908796,-0.03900787,-0.0007083814
371,8.437758,-0.1149965,0.7672054,0.007377579,353.5347,0.3685222,2.437641,0.1794866,-0.06648507,0.0004648493
372,8.4603,-0.1107776,0.7665762,0.007836246,353.8964,359.7484,0.9643703,0.1871566,-0.02791175,0.0203472
373,8.489417,-0.1050034,0.7662872,0.008876282,354.0456,359.1787,359.1151,0.1983138,-0.009926386,0.03571965
374,8.506135,-0.09771573,0.766387,0.01003651,354.0431,358.6396,356.9246,0.4359192,0.005971905,0.06940044
375,8.529095,-0.08871783,0.7667889,0.01115171,354.0038,358.2357,354.7647,0.3918997,0.0175026,0.04857205
376,8.5516,-0.07803196,0.7673812,0.01249334,354.0403,357.802,352.9574,0.4748257,0.02631844,0.05961513
377,8.573652,-0.0651539,0.7682894,0.01362897,353.9309,357.1392,351.6057,0.5839658,0.04118286,0.05149619
378,8.598224,-0.05046811,0.7688951,0.0146756,353.6127,356.2131,351.0829,0.5976779,0.02465311,0.04259522
379,8.615776,-0.0339146,0.7690837,0.01574484,353.4421,354.7898,351.4088,0.943092,0.01074436,0.06091728
380,8.638314,-0.01521052,0.7690135,0.01625766,353.5715,353.3655,352.0688,0.8298844,-0.003115347,0.02275337
381,8.661666,0.005331221,0.7689901,0.01610351,353.9255,352.2743,352.6014,0.8796689,-0.001003124,-0.006601349
382,8.685097,0.027423,0.7686548,0.01647119,354.4579,352.0377,352.9724,0.9428513,-0.01431173,0.01569209
383,8.710093,0.05122626,0.7675552,0.01799376,355.29,352.4283,353.521,0.95229,-0.04399084,0.06091313
384,8.730629,0.07716998,0.7666531,0.01865526,355.3995,353.7259,354.1726,1.263303,-0.04392472,0.03221123
385,8.750401,0.104337,0.765426,0.01949278,355.6606,355.4791,354.7479,1.373975,-0.06206289,0.04235775
386,8.773579,0.132675,0.7639408,0.02012426,356.0491,357.9601,355.7618,1.22267,-0.06407902,0.02724554
387,8.795954,0.16192,0.7629172,0.01995613,356.813,0.7839518,357.2426,1.307035,-0.04574951,-0.007513812
388,8.821201,0.1916157,0.7615913,0.01861656,357.3792,3.858026,359.4342,1.176182,-0.05251615,-0.05305773
389,8.839979,0.221666,0.7604897,0.01661379,357.9519,7.124577,2.014034,1.600305,-0.05866239,-0.1066557
390,8.863011,0.2519799,0.7591236,0.01452476,358.5068,10.51997,5.135157,1.316151,-0.05931173,-0.0907007
391,8.88708,0.2818822,0.7578919,0.01112601,358.6735,13.97503,8.545862,1.242366,-0.05117531,-0.1412092
392,8.907931,0.3110851,0.7572311,0.006551184,359.0447,17.27662,11.7275,1.400546,-0.03169022,-0.2194044
393,8.93352,0.3384736,0.7563084,0.001227019,359.1417,20.8548,15.39526,1.070323,-0.03605769,-0.2080647
394,8.952019,0.3645505,0.7557802,-0.005119286,359.311,23.97976,18.63326,1.40968,-0.02855789,-0.3430728
395,8.974452,0.3889228,0.7551187,-0.01214572,359.3745,26.87328,21.40424,1.086437,-0.02948444,-0.3132147
396,8.997272,0.4115463,0.7533376,-0.0195109,359.4327,29.99284,23.63995,0.9913664,-0.0780486,-0.3227443
397,9.021893,0.430468,0.7521206,-0.02755686,359.787,33.20134,24.97104,0.7685508,-0.04943155,-0.3268053
398,9.045499,0.4469498,0.75108,-0.03612835,0.08595967,36.15392,26.66566,0.6981931,-0.04408304,-0.3631017
399,9.062928,0.4618269,0.7490737,-0.04402089,0.4465358,38.30288,27.97534,0.8535682,-0.1151066,-0.4528303
400,9.085579,0.475445,0.7458468,-0.05047122,0.6709943,39.94146,29.0555,0.6012207,-0.1424651,-0.2847737
401,9.107451,0.4867397,0.7429829,-0.05669173,0.9638381,41.08833,29.45044,0.5163873,-0.1309353,-0.2843985
402,9.130863,0.4961083,0.7393886,-0.06206247,1.231567,42.03378,29.56085,0.4001678,-0.1535246,-0.2294037
403,9.158607,0.5033724,0.7356498,-0.06650139,1.571456,42.56346,29.18691,0.2618325,-0.1347668,-0.1599995
404,9.175551,0.5098563,0.7314572,-0.07002025,1.832547,42.89542,28.80394,0.3826437,-0.2474251,-0.2076648
405,9.199258,0.5142753,0.7274143,-0.07260538,2.144928,42.86057,27.91426,0.1864063,-0.1705387,-0.1090475
406,9.21826,0.5176249,0.7235527,-0.07408535,2.364408,42.56202,27.06949,0.1762735,-0.2032215,-0.07788504
407,9.241181,0.5205467,0.7196066,-0.07442615,2.500662,42.01361,26.06069,0.127473,-0.1721578,-0.01486829
408,9.267521,0.521823,0.7161202,-0.07426351,2.472506,41.39772,24.99079,0.04845623,-0.1323613,0.006174701
409,9.28578,0.5224247,0.712678,-0.07297293,2.388765,40.88848,23.84348,0.03295075,-0.1885218,0.07068178
410,9.308581,0.5225973,0.709927,-0.07083905,2.245986,40.25145,22.59245,0.007570371,-0.1206528,0.09358531
411,9.330759,0.5219074,0.7075815,-0.06805405,1.980708,39.61932,21.4895,-0.03110621,-0.1057568,0.1255768
412,9.356483,0.5208685,0.7057013,-0.06484596,1.666725,38.81681,20.44267,-0.04038761,-0.07309393,0.1247147
413,9.37923,0.5189176,0.7043979,-0.06112882,1.358928,38.06434,19.56626,-0.08576489,-0.05729625,0.1634048
414,9.397853,0.516769,0.7035087,-0.05707064,1.109338,37.18896,18.83118,-0.1153755,-0.04775119,0.2179198
415,9.419927,0.514313,0.7029728,-0.05281183,0.7650086,36.30067,18.06895,-0.1112638,-0.02427525,0.1929354
416,9.443226,0.511484,0.7029183,-0.04862589,0.3732648,35.40092,17.4115,-0.1214185,-0.002340776,0.1796602
417,9.465425,0.5083041,0.7031173,-0.04453259,359.966,34.55891,16.80713,-0.1432415,0.008962325,0.1843856
418,9.491126,0.504724,0.7034847,-0.04078105,359.6445,33.74592,16.12697,-0.1393002,0.01429552,0.1459713
419,9.514083,0.5009379,0.7040291,-0.03718607,359.319,33.02062,15.62682,-0.1649245,0.02371531,0.1565971
420,9.533594,0.4970292,0.705048,-0.03382075,358.9054,32.30492,15.11313,-0.2003275,0.05222029,0.1724812
421,9.55294,0.4928104,0.7065535,-0.030851,358.2784,31.60203,14.59072,-0.2180691,0.07781845,0.1535057
422,9.575415,0.4883916,0.7084253,-0.02822759,357.5901,30.89648,13.91873,-0.196618,0.08329002,0.1167292
423,9.603764,0.483917,0.710391,-0.02563699,356.8482,30.35001,13.24923,-0.1578395,0.06933955,0.09138281
424,9.620668,0.4794146,0.7127005,-0.0231606,356.2341,29.85106,12.62504,-0.2663355,0.1366143,0.1464897
425,9.642488,0.4748726,0.7148237,-0.0206578,355.6562,29.28171,12.08098,-0.2081567,0.09730387,0.1147018
